ID,source,qname,qname_main,main,q_code,q_text,order
2,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",4
2,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,3
2,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
15,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
15,email,D-1_6,D-1,How are you connected to the Guana Estuary? (check all that apply),6,Work-related (Not research or education),NA
15,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",5,Once every 6 months,NA
15,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,7
15,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),4
15,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",3
15,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,1
15,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),2
15,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",5
15,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,6
15,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",2,No,NA
26,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
26,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
26,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",1,Daily,NA
26,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,4
26,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",3
26,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),2
26,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",1
26,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
22,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
22,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",5,Once every 6 months,NA
22,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,2
22,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,1
22,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),3
22,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",2,No,NA
8,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
8,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",4,Once a month,NA
8,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,3
8,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),2
8,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",5
8,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",1
8,email,D-3_9,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",9,Other (please specify),4
8,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
24,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
24,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",5,Once every 6 months,NA
24,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),1
24,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",4
24,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),2
24,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",3
24,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
3,email,D-1_4,D-1,How are you connected to the Guana Estuary? (check all that apply),4,GTMNERR volunteer,NA
3,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",2,At least once a week,NA
3,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),2
3,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,5
3,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),3
3,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",4
3,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,1
3,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
29,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
29,email,D-1_4,D-1,How are you connected to the Guana Estuary? (check all that apply),4,GTMNERR volunteer,NA
29,email,D-1_7,D-1,How are you connected to the Guana Estuary? (check all that apply),7,"“Friends of GTM"" member",NA
29,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",2,At least once a week,NA
29,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),1
29,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),2
29,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",4
29,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,3
29,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
30,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
30,email,D-1_4,D-1,How are you connected to the Guana Estuary? (check all that apply),4,GTMNERR volunteer,NA
30,email,D-1_7,D-1,How are you connected to the Guana Estuary? (check all that apply),7,"“Friends of GTM"" member",NA
30,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",4,Once a month,NA
30,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),2
30,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",6
30,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,3
30,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),5
30,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",1
30,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,4
30,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
36,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
36,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",3,2-3 times a month,NA
36,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),1
36,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",4
36,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),3
36,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",2
36,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
33,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
33,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",5,Once every 6 months,NA
33,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,7
33,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),1
33,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",5
33,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,6
33,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),4
33,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",2
33,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,3
33,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
32,email,D-1_2,D-1,How are you connected to the Guana Estuary? (check all that apply),2,"Educational (I use the Guana Estuary for educational workshops, field trips, classroom activities, etc.)",NA
32,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
32,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",5,Once every 6 months,NA
32,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),2
32,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",3
32,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",1
32,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
12,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
12,email,D-1_3,D-1,How are you connected to the Guana Estuary? (check all that apply),3,Scientific (I collect/use data about the Guana Estuary),NA
12,email,D-1_6,D-1,How are you connected to the Guana Estuary? (check all that apply),6,Work-related (Not research or education),NA
12,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",4,Once a month,NA
12,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,6
12,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),4
12,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",5
12,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,7
12,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),2
12,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",1
12,email,D-3_7,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",7,Information on terrestrial animals,3
12,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
37,email,D-1_6,D-1,How are you connected to the Guana Estuary? (check all that apply),6,Work-related (Not research or education),NA
37,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",4,Once a month,NA
37,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),2
37,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",1
37,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),3
37,email,D-3_6,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",6,"Information on fish, shellfish or other aquatic organisms",4
37,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
20,email,D-1_6,D-1,How are you connected to the Guana Estuary? (check all that apply),6,Work-related (Not research or education),NA
20,email,D-2,D-2,"How often do you engage with the Guana Estuary, on average?",7,Less than once a year,NA
20,email,D-3_1,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",1,Weather information,2
20,email,D-3_2,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",2,Water quality information (including nutrients and algae),1
20,email,D-3_3,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",3,"Water level information (tides, Guana lake, river)",4
20,email,D-3_4,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",4,Reserve or trail closures,3
20,email,D-3_5,D-3,"Regardless of whether you can currently access data, what kind of information would or are you generally interested in from the area?



Pick only those that apply, and please rank your selection in order of interest: 1 = most interested in.",5,Information on vegetation (salt marsh or uplands),5
20,email,D-4,D-4,"Have you ever accessed data* about the Guana Estuary?



*by ""data"", we mean ""information, especially facts or numbers, collected to be examined and considered and used to help decision-making; or information in an electronic form that can be stored and used by a computer"" for instance spreadsheets, databases, graphs, and maps.",1,Yes,NA
23,email,D-1_1,D-1,How are you connected to the Guana Estuary? (check all that apply),1,"Recreational (fishing, boating, hiking, birding, etc.)",NA
